episode_index,dataset_from_index,dataset_to_index,length,task,official_env,fully_within_single_scene,overlap_frames
7124,427080,427145,65,push_into_drawer: slide the object into the drawer,B,True,"{""B"": 65}"
7125,427145,427210,65,lift_blue_block_table: pick up the blue block on the table,B,True,"{""B"": 65}"
7126,427210,427275,65,rotate_blue_block_right: rotate the blue block towards the right,B,True,"{""B"": 65}"
7127,427275,427319,44,place_in_slider: place in slider,B,True,"{""B"": 44}"
7128,427319,427360,41,place_in_slider: put the block in the sliding cabinet,B,True,"{""B"": 41}"
7129,427360,427425,65,lift_red_block_slider: pick up the red block from the sliding cabinet,B,True,"{""B"": 65}"
7130,427425,427490,65,stack_block: place the block on top of another block,B,True,"{""B"": 65}"
7131,427490,427555,65,turn_on_lightbulb: move up the switch,B,True,"{""B"": 65}"
7132,427555,427620,65,turn_on_led: toggle the button to turn on the led light,B,True,"{""B"": 65}"
7133,427620,427654,34,turn_off_led: toggle the button to turn off the led light,B,True,"{""B"": 34}"
7134,427654,427719,65,turn_on_led: toggle the button to turn on the led light,B,True,"{""B"": 65}"
7135,427719,427784,65,lift_red_block_table: lift the red block up,B,True,"{""B"": 65}"
7136,427784,427849,65,turn_on_lightbulb: turn on the yellow light,B,True,"{""B"": 65}"
7137,427849,427914,65,move_slider_right: grasp the door handle and slide the door to the right,B,True,"{""B"": 65}"
7138,427914,427979,65,unstack_block: take off the stacked block,B,True,"{""B"": 65}"
7139,427979,428044,65,turn_on_led: turn on the led,B,True,"{""B"": 65}"
7140,428044,428109,65,close_drawer: push the drawer,B,True,"{""B"": 65}"
7141,428109,428174,65,turn_off_lightbulb: push the switch downwards,B,True,"{""B"": 65}"
7142,428174,428217,43,turn_off_led: toggle the button to turn off the led light,B,True,"{""B"": 43}"
7143,428217,428282,65,turn_off_led: turn off the green light,B,True,"{""B"": 65}"
7144,428282,428347,65,lift_pink_block_drawer: grasp the pink block from the drawer,B,True,"{""B"": 65}"
7145,428347,428412,65,rotate_red_block_left: rotate the red block 90 degrees to the left,B,True,"{""B"": 65}"
7146,428412,428477,65,"move_slider_left: slide the door to the left, then let it go",B,True,"{""B"": 65}"
7147,428477,428542,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
7148,428542,428607,65,unstack_block: unstack the blocks,B,True,"{""B"": 65}"
7149,428607,428672,65,close_drawer: go close the drawer,B,True,"{""B"": 65}"
7150,428672,428737,65,turn_on_lightbulb: move the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7151,428737,428782,45,push_blue_block_right: slide right the blue block,B,True,"{""B"": 45}"
7152,428782,428817,35,lift_pink_block_table: pick up the pink block,B,True,"{""B"": 35}"
7153,428817,428859,42,place_in_slider: put the object in the sliding cabinet,B,True,"{""B"": 42}"
7154,428859,428904,45,place_in_slider: place in slider,B,True,"{""B"": 45}"
7155,428904,428941,37,unstack_block: remove a block from the stack,B,True,"{""B"": 37}"
7156,428941,428989,48,place_in_slider: place the grasped object in the sliding cabinet,B,True,"{""B"": 48}"
7157,428989,429054,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
7158,429054,429119,65,push_blue_block_left: slide the blue block to the left,B,True,"{""B"": 65}"
7159,429119,429155,36,place_in_drawer: put the block in the drawer,B,True,"{""B"": 36}"
7160,429155,429220,65,"move_slider_left: grasp the door handle, then slide the door to the left",B,True,"{""B"": 65}"
7161,429220,429285,65,move_slider_right: push the door to the right side,B,True,"{""B"": 65}"
7162,429285,429350,65,push_blue_block_left: push the blue block towards the left,B,True,"{""B"": 65}"
7163,429350,429415,65,lift_pink_block_table: grasp the pink block and lift it up,B,True,"{""B"": 65}"
7164,429415,429454,39,unstack_block: remove the top block,B,True,"{""B"": 39}"
7165,429454,429519,65,push_into_drawer: slide the object into the drawer,B,True,"{""B"": 65}"
7166,429519,429584,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
7167,429584,429631,47,lift_red_block_table: pick up the red block,B,True,"{""B"": 47}"
7168,429631,429670,39,place_in_drawer: place the block in the drawer,B,True,"{""B"": 39}"
7169,429670,429735,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,B,True,"{""B"": 65}"
7170,429735,429800,65,lift_red_block_table: lift the red block from the table,B,True,"{""B"": 65}"
7171,429800,429845,45,place_in_drawer: store the object in the drawer,B,True,"{""B"": 45}"
7172,429845,429888,43,place_in_drawer: place the grasped object in the drawer,B,True,"{""B"": 43}"
7173,429888,429953,65,lift_blue_block_table: lift the blue block up,B,True,"{""B"": 65}"
7174,429953,430018,65,close_drawer: push the drawer,B,True,"{""B"": 65}"
7175,430018,430083,65,close_drawer: push the drawer,B,True,"{""B"": 65}"
7176,430083,430148,65,lift_red_block_drawer: grasp the red block in the drawer,B,True,"{""B"": 65}"
7177,430148,430213,65,place_in_slider: place the object in the sliding cabinet,B,True,"{""B"": 65}"
7178,430213,430278,65,lift_blue_block_drawer: grasp the blue block lying in the drawer,B,True,"{""B"": 65}"
7179,430278,430343,65,"lift_blue_block_table: grasp the blue block, then lift it up",B,True,"{""B"": 65}"
7180,430343,430385,42,place_in_slider: put the block in the slider,B,True,"{""B"": 42}"
7181,430385,430450,65,turn_off_led: push the button to turn off the led,B,True,"{""B"": 65}"
7182,430450,430515,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7183,430515,430580,65,turn_off_lightbulb: move the light switch to turn off the yellow light,B,True,"{""B"": 65}"
7184,430580,430645,65,move_slider_right: slide the door to the right,B,True,"{""B"": 65}"
7185,430645,430710,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
7186,430710,430754,44,lift_red_block_drawer: lift the red block lying in the drawer,B,True,"{""B"": 44}"
7187,430754,430819,65,"move_slider_right: grasp the door handle, then move the door to the right",B,True,"{""B"": 65}"
7188,430819,430884,65,move_slider_left: grasp the door handle and move the door to the left,B,True,"{""B"": 65}"
7189,430884,430949,65,"move_slider_left: grasp the door handle, then move the door to the left",B,True,"{""B"": 65}"
7190,430949,431014,65,push_pink_block_right: push the pink block to the right,B,True,"{""B"": 65}"
7191,431014,431079,65,turn_on_lightbulb: toggle the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7192,431079,431144,65,lift_pink_block_drawer: lift the pink block lying in the drawer,B,True,"{""B"": 65}"
7193,431144,431181,37,place_in_slider: place in slider,B,True,"{""B"": 37}"
7194,431181,431225,44,lift_red_block_table: pick up the red block from the table,B,True,"{""B"": 44}"
7195,431225,431290,65,push_into_drawer: sweep the object into the drawer,B,True,"{""B"": 65}"
7196,431290,431355,65,turn_off_led: push down the button to turn off the green light,B,True,"{""B"": 65}"
7197,431355,431420,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,B,True,"{""B"": 65}"
7198,431420,431485,65,"open_drawer: grasp the drawer handle, then open it",B,True,"{""B"": 65}"
7199,431485,431550,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
7200,431550,431615,65,unstack_block: collapse the stacked blocks,B,True,"{""B"": 65}"
7201,431615,431660,45,place_in_drawer: go towards the drawer and store the object,B,True,"{""B"": 45}"
7202,431660,431725,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
7203,431725,431790,65,turn_on_led: toggle the button to turn on the green light,B,True,"{""B"": 65}"
7204,431790,431855,65,lift_red_block_drawer: go towards the red block in the drawer and pick it up,B,True,"{""B"": 65}"
7205,431855,431920,65,move_slider_right: slide the door to the right,B,True,"{""B"": 65}"
7206,431920,431985,65,lift_red_block_table: grasp the red block and lift it up,B,True,"{""B"": 65}"
7207,431985,432050,65,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,B,True,"{""B"": 65}"
7208,432050,432115,65,push_red_block_right: push the red block to the right,B,True,"{""B"": 65}"
7209,432115,432180,65,lift_blue_block_table: lift the blue block,B,True,"{""B"": 65}"
7210,432180,432216,36,turn_off_led: push down the button to turn off the green light,B,True,"{""B"": 36}"
7211,432216,432281,65,rotate_blue_block_right: grasp the blue block and rotate it right,B,True,"{""B"": 65}"
7212,432281,432346,65,lift_red_block_slider: grasp the red block lying in the sliding cabinet,B,True,"{""B"": 65}"
7213,432346,432411,65,lift_red_block_drawer: grasp the red block in the drawer,B,True,"{""B"": 65}"
7214,432411,432476,65,lift_red_block_table: lift the red block,B,True,"{""B"": 65}"
7215,432476,432511,35,place_in_drawer: go towards the drawer and place the object,B,True,"{""B"": 35}"
7216,432511,432576,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7217,432576,432641,65,turn_on_led: push the button to turn on the green light,B,True,"{""B"": 65}"
7218,432641,432706,65,lift_blue_block_slider: grasp the blue block lying in the sliding cabinet,B,True,"{""B"": 65}"
7219,432706,432771,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
7220,432771,432836,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
7221,432836,432901,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7222,432901,432950,49,place_in_drawer: go towards the drawer and place the object,B,True,"{""B"": 49}"
7223,432950,433015,65,push_into_drawer: slide the object into the drawer,B,True,"{""B"": 65}"
7224,433015,433062,47,lift_blue_block_drawer: grasp the blue block from the drawer,B,True,"{""B"": 47}"
7225,433062,433127,65,move_slider_right: push the door to the right side,B,True,"{""B"": 65}"
7226,433127,433165,38,turn_on_led: push the button to turn on the led light,B,True,"{""B"": 38}"
7227,433165,433230,65,turn_on_led: push down the button to turn on the green light,B,True,"{""B"": 65}"
7228,433230,433268,38,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 38}"
7229,433268,433333,65,push_red_block_right: slide the red block to the right,B,True,"{""B"": 65}"
7230,433333,433373,40,stack_block: stack the block on top of another block,B,True,"{""B"": 40}"
7231,433373,433438,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
7232,433438,433503,65,lift_blue_block_drawer: pick up the blue block lying in the drawer,B,True,"{""B"": 65}"
7233,433503,433568,65,unstack_block: unstack the blocks,B,True,"{""B"": 65}"
7234,433568,433633,65,turn_on_lightbulb: turn on the yellow light,B,True,"{""B"": 65}"
7235,433633,433698,65,turn_off_lightbulb: move the light switch to turn off the light bulb,B,True,"{""B"": 65}"
7236,433698,433743,45,place_in_drawer: move to the drawer and place the object,B,True,"{""B"": 45}"
7237,433743,433808,65,turn_off_lightbulb: move the light switch to turn off the yellow light,B,True,"{""B"": 65}"
7238,433808,433856,48,open_drawer: open the drawer,B,True,"{""B"": 48}"
7239,433856,433921,65,close_drawer: close the drawer,B,True,"{""B"": 65}"
7240,433921,433963,42,place_in_slider: place the grasped object in the slider,B,True,"{""B"": 42}"
7241,433963,434028,65,turn_on_led: push the button to turn on the led light,B,True,"{""B"": 65}"
7242,434028,434073,45,unstack_block: go to the tower of blocks and take off the top one,B,True,"{""B"": 45}"
7243,434073,434138,65,lift_blue_block_drawer: grasp the blue block from the drawer,B,True,"{""B"": 65}"
7244,434138,434203,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
7245,434203,434268,65,rotate_pink_block_right: rotate the pink block 90 degrees to the right,B,True,"{""B"": 65}"
7246,434268,434333,65,"move_slider_right: slide the door to the right, then let it go",B,True,"{""B"": 65}"
7247,434333,434398,65,lift_pink_block_table: pick up the pink block on the table,B,True,"{""B"": 65}"
7248,434398,434463,65,stack_block: stack the object on top of another object,B,True,"{""B"": 65}"
7249,434463,434528,65,lift_red_block_table: pick up the red block from the table,B,True,"{""B"": 65}"
7250,434528,434593,65,lift_pink_block_table: grasp the pink block on the table and lift it up,B,True,"{""B"": 65}"
7251,434593,434658,65,lift_red_block_drawer: pick up the red block lying in the drawer,B,True,"{""B"": 65}"
7252,434658,434723,65,push_red_block_right: go push the red block to the right,B,True,"{""B"": 65}"
7253,434723,434788,65,push_blue_block_right: slide right the blue block,B,True,"{""B"": 65}"
7254,434788,434853,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
7255,434853,434895,42,place_in_drawer: move to the drawer and place the object,B,True,"{""B"": 42}"
7256,434895,434960,65,turn_off_lightbulb: turn off the yellow lamp,B,True,"{""B"": 65}"
7257,434960,435025,65,rotate_blue_block_right: take the blue block and rotate it right,B,True,"{""B"": 65}"
7258,435025,435090,65,stack_block: stack the block on top of another block,B,True,"{""B"": 65}"
7259,435090,435155,65,lift_blue_block_drawer: go towards the blue block in the drawer and lift it,B,True,"{""B"": 65}"
7260,435155,435220,65,turn_on_lightbulb: turn on the yellow light,B,True,"{""B"": 65}"
7261,435220,435285,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7262,435285,435350,65,move_slider_left: slide the door to the left,B,True,"{""B"": 65}"
7263,435350,435415,65,turn_off_lightbulb: push the switch downwards,B,True,"{""B"": 65}"
7264,435415,435480,65,move_slider_left: move the door all the way to the left and let go,B,True,"{""B"": 65}"
7265,435480,435545,65,rotate_red_block_left: rotate the red block to the left,B,True,"{""B"": 65}"
7266,435545,435610,65,push_blue_block_right: push the blue block towards the right,B,True,"{""B"": 65}"
7267,435610,435647,37,turn_on_led: turn on the led,B,True,"{""B"": 37}"
7268,435647,435712,65,move_slider_right: push the door to the right,B,True,"{""B"": 65}"
7269,435712,435777,65,stack_block: put the grasped block on top of a block,B,True,"{""B"": 65}"
7270,435777,435842,65,push_into_drawer: push the object into the drawer,B,True,"{""B"": 65}"
7271,435842,435881,39,turn_off_led: turn off the led,B,True,"{""B"": 39}"
7272,435881,435946,65,push_red_block_right: go slide the red block to the right,B,True,"{""B"": 65}"
7273,435946,436011,65,place_in_slider: place the block in the sliding cabinet,B,True,"{""B"": 65}"
7274,436011,436076,65,place_in_slider: place the object in the slider,B,True,"{""B"": 65}"
7275,436076,436141,65,turn_on_led: turn on the led light,B,True,"{""B"": 65}"
7276,436141,436206,65,open_drawer: grasp the drawer handle and open it,B,True,"{""B"": 65}"
7277,436206,436253,47,stack_block: stack the block on top of another block,B,True,"{""B"": 47}"
7278,436253,436318,65,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 65}"
7279,436318,436383,65,unstack_block: collapse the stacked blocks,B,True,"{""B"": 65}"
7280,436383,436448,65,move_slider_right: move the door to the right,B,True,"{""B"": 65}"
7281,436448,436513,65,move_slider_left: grasp the door handle and slide the door to the left,B,True,"{""B"": 65}"
7282,436513,436578,65,turn_off_lightbulb: push the switch downwards,B,True,"{""B"": 65}"
7283,436578,436643,65,move_slider_left: push the door to the left,B,True,"{""B"": 65}"
7284,436643,436708,65,lift_blue_block_drawer: pick up the blue block in the drawer,B,True,"{""B"": 65}"
7285,436708,436773,65,lift_red_block_slider: lift the red block lying on the shelf,B,True,"{""B"": 65}"
7286,436773,436838,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7287,436838,436903,65,lift_pink_block_drawer: go towards the pink block in the drawer and lift it,B,True,"{""B"": 65}"
7288,436903,436968,65,turn_on_led: turn on the led lamp,B,True,"{""B"": 65}"
7289,436968,437033,65,lift_blue_block_table: lift the blue block,B,True,"{""B"": 65}"
7290,437033,437098,65,push_into_drawer: push the object that it falls into the drawer,B,True,"{""B"": 65}"
7291,437098,437163,65,rotate_pink_block_left: take the pink block and turn it left,B,True,"{""B"": 65}"
7292,437163,437228,65,turn_on_lightbulb: move up the switch,B,True,"{""B"": 65}"
7293,437228,437293,65,place_in_drawer: go towards the drawer and store the object,B,True,"{""B"": 65}"
7294,437293,437358,65,lift_red_block_drawer: lift the red block lying in the drawer,B,True,"{""B"": 65}"
7295,437358,437423,65,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 65}"
7296,437423,437488,65,turn_on_lightbulb: toggle the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7297,437488,437522,34,place_in_drawer: move to the drawer and store the object,B,True,"{""B"": 34}"
7298,437522,437587,65,turn_on_lightbulb: turn on the yellow lamp,B,True,"{""B"": 65}"
7299,437587,437652,65,close_drawer: grasp the drawer handle and close it,B,True,"{""B"": 65}"
7300,437652,437717,65,lift_blue_block_slider: grasp the blue block lying in the cabinet,B,True,"{""B"": 65}"
7301,437717,437782,65,move_slider_right: push the door to the right,B,True,"{""B"": 65}"
7302,437782,437847,65,"move_slider_left: grasp the door handle, then move the door to the left",B,True,"{""B"": 65}"
7303,437847,437912,65,rotate_pink_block_left: rotate left the pink block,B,True,"{""B"": 65}"
7304,437912,437977,65,place_in_drawer: store the object in the drawer,B,True,"{""B"": 65}"
7305,437977,438042,65,turn_off_led: push down the button to turn off the led light,B,True,"{""B"": 65}"
7306,438042,438107,65,rotate_blue_block_left: grasp the blue block and turn it left,B,True,"{""B"": 65}"
7307,438107,438172,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
7308,438172,438237,65,push_red_block_right: push the red block to the right,B,True,"{""B"": 65}"
7309,438237,438285,48,close_drawer: push the drawer,B,True,"{""B"": 48}"
7310,438285,438322,37,place_in_slider: put the block in the cabinet,B,True,"{""B"": 37}"
7311,438322,438387,65,push_into_drawer: push the object into the drawer,B,True,"{""B"": 65}"
7312,438387,438452,65,lift_pink_block_drawer: grasp the pink block from the drawer,B,True,"{""B"": 65}"
7313,438452,438517,65,lift_pink_block_table: lift the pink block from the table,B,True,"{""B"": 65}"
7314,438517,438582,65,open_drawer: pull the handle of the drawer,B,True,"{""B"": 65}"
7315,438582,438647,65,turn_on_lightbulb: turn on the light bulb,B,True,"{""B"": 65}"
7316,438647,438712,65,move_slider_left: grasp the door handle and slide the door to the left,B,True,"{""B"": 65}"
7317,438712,438777,65,turn_off_led: turn off the green lamp,B,True,"{""B"": 65}"
7318,438777,438814,37,place_in_drawer: place the block in the drawer,B,True,"{""B"": 37}"
7319,438814,438879,65,turn_on_lightbulb: move the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7320,438879,438944,65,lift_blue_block_drawer: grasp the blue block lying in the drawer,B,True,"{""B"": 65}"
7321,438944,439009,65,unstack_block: collapse the stacked blocks,B,True,"{""B"": 65}"
7322,439009,439074,65,place_in_drawer: put the object in the drawer,B,True,"{""B"": 65}"
7323,439074,439139,65,open_drawer: pull the drawer,B,True,"{""B"": 65}"
7324,439139,439204,65,"close_drawer: grasp the handle of the drawer, then close it",B,True,"{""B"": 65}"
7325,439204,439269,65,lift_blue_block_slider: grasp the blue block lying in the slider,B,True,"{""B"": 65}"
7326,439269,439334,65,"move_slider_right: slide the door to the right, then let it go",B,True,"{""B"": 65}"
7327,439334,439399,65,move_slider_right: slide the door to the right side,B,True,"{""B"": 65}"
7328,439399,439464,65,lift_red_block_table: lift the red block up,B,True,"{""B"": 65}"
7329,439464,439502,38,place_in_drawer: place the grasped object in the drawer,B,True,"{""B"": 38}"
7330,439502,439567,65,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 65}"
7331,439567,439632,65,place_in_slider: put the object in the cabinet,B,True,"{""B"": 65}"
7332,439632,439697,65,move_slider_right: move the door to the right side,B,True,"{""B"": 65}"
7333,439697,439762,65,"open_drawer: grasp the drawer handle, then open it",B,True,"{""B"": 65}"
7334,439762,439827,65,move_slider_left: move the sliding door to the left,B,True,"{""B"": 65}"
7335,439827,439892,65,open_drawer: pull the drawer,B,True,"{""B"": 65}"
7336,439892,439957,65,push_red_block_right: slide right the red block,B,True,"{""B"": 65}"
7337,439957,440003,46,place_in_slider: place the block in the sliding cabinet,B,True,"{""B"": 46}"
7338,440003,440068,65,open_drawer: grasp the drawer handle and open it,B,True,"{""B"": 65}"
7339,440068,440133,65,lift_pink_block_table: pick up the pink block from the table,B,True,"{""B"": 65}"
7340,440133,440171,38,unstack_block: remove the top block,B,True,"{""B"": 38}"
7341,440171,440236,65,turn_off_lightbulb: toggle the light switch to turn off the yellow light,B,True,"{""B"": 65}"
7342,440236,440277,41,push_pink_block_right: slide right the pink block,B,True,"{""B"": 41}"
7343,440277,440342,65,lift_red_block_table: pick up the red block on the table,B,True,"{""B"": 65}"
7344,440342,440407,65,move_slider_right: move the door all the way to the right,B,True,"{""B"": 65}"
7345,440407,440472,65,lift_pink_block_slider: pick up the pink block in the sliding cabinet,B,True,"{""B"": 65}"
7346,440472,440537,65,unstack_block: collapse the stacked blocks,B,True,"{""B"": 65}"
7347,440537,440581,44,place_in_drawer: put the object in the drawer,B,True,"{""B"": 44}"
7348,440581,440646,65,lift_red_block_drawer: pick up the red block lying in the drawer,B,True,"{""B"": 65}"
7349,440646,440711,65,move_slider_left: grasp the door handle and move the door to the left,B,True,"{""B"": 65}"
7350,440711,440776,65,turn_on_led: toggle the button to turn on the led,B,True,"{""B"": 65}"
7351,440776,440841,65,"close_drawer: grasp the handle of the drawer, then close it",B,True,"{""B"": 65}"
7352,440841,440886,45,move_slider_right: move the door all the way to the right and let go,B,True,"{""B"": 45}"
7353,440886,440951,65,open_drawer: open the drawer,B,True,"{""B"": 65}"
7354,440951,441016,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
7355,441016,441081,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
7356,441081,441146,65,lift_blue_block_drawer: pick up the blue block from the drawer,B,True,"{""B"": 65}"
7357,441146,441211,65,"open_drawer: grasp the drawer handle, then open it",B,True,"{""B"": 65}"
7358,441211,441276,65,stack_block: put the grasped block on top of a block,B,True,"{""B"": 65}"
7359,441276,441341,65,lift_pink_block_table: pick up the pink block from the table,B,True,"{""B"": 65}"
7360,441341,441406,65,lift_pink_block_slider: lift the pink block on the shelf,B,True,"{""B"": 65}"
7361,441406,441471,65,move_slider_left: move the door to the left,B,True,"{""B"": 65}"
7362,441471,441536,65,lift_red_block_drawer: grasp the red block in the drawer,B,True,"{""B"": 65}"
7363,441536,441601,65,move_slider_right: slide the door to the right,B,True,"{""B"": 65}"
7364,441601,441638,37,"place_in_drawer: move to the drawer, then store the object",B,True,"{""B"": 37}"
7365,441638,441703,65,move_slider_right: grasp the door handle and slide the door to the right,B,True,"{""B"": 65}"
7366,441703,441768,65,turn_on_led: push down the button to turn on the led,B,True,"{""B"": 65}"
7367,441768,441833,65,turn_on_lightbulb: push the switch upwards,B,True,"{""B"": 65}"
7368,441833,441878,45,turn_on_led: turn on the green light,B,True,"{""B"": 45}"
7369,441878,441943,65,push_into_drawer: push the object that it falls into the drawer,B,True,"{""B"": 65}"
7370,441943,442008,65,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 65}"
7371,442008,442073,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
7372,442073,442138,65,push_red_block_right: slide the red block to the right,B,True,"{""B"": 65}"
7373,442138,442203,65,move_slider_left: slide the door to the left,B,True,"{""B"": 65}"
7374,442203,442268,65,stack_block: stack blocks on top of each other,B,True,"{""B"": 65}"
7375,442268,442333,65,lift_red_block_table: lift the red block up,B,True,"{""B"": 65}"
7376,442333,442398,65,push_blue_block_right: push the blue block to the right,B,True,"{""B"": 65}"
7377,442398,442444,46,place_in_slider: put the block in the sliding cabinet,B,True,"{""B"": 46}"
7378,442444,442509,65,close_drawer: grasp the handle of the drawer and close it,B,True,"{""B"": 65}"
7379,442509,442574,65,move_slider_left: move the door all the way to the left,B,True,"{""B"": 65}"
7380,442574,442621,47,"place_in_drawer: move to the drawer, then store the object",B,True,"{""B"": 47}"
7381,442621,442686,65,move_slider_right: push the sliding door to the right,B,True,"{""B"": 65}"
7382,442686,442751,65,turn_off_lightbulb: move the light switch to turn off the yellow light,B,True,"{""B"": 65}"
7383,442751,442816,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
7384,442816,442881,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
7385,442881,442946,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
7386,442946,442990,44,stack_block: stack the object on top of another object,B,True,"{""B"": 44}"
7387,442990,443055,65,place_in_slider: place the object in the slider,B,True,"{""B"": 65}"
7388,443055,443098,43,unstack_block: take off the block that is on top of the other one,B,True,"{""B"": 43}"
7389,443098,443163,65,close_drawer: close the cabinet drawer,B,True,"{""B"": 65}"
7390,443163,443228,65,move_slider_left: slide the door to the left,B,True,"{""B"": 65}"
7391,443228,443293,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
7392,443293,443358,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
7393,443358,443423,65,move_slider_right: grasp the door handle and move the door to the right,B,True,"{""B"": 65}"
7394,443423,443488,65,move_slider_left: push the door to the left side,B,True,"{""B"": 65}"
7395,443488,443553,65,push_red_block_left: push left the red block,B,True,"{""B"": 65}"
7396,443553,443590,37,place_in_slider: put the object in the slider,B,True,"{""B"": 37}"
7397,443590,443638,48,turn_off_lightbulb: toggle the light switch to turn off the light bulb,B,True,"{""B"": 48}"
7398,443638,443703,65,open_drawer: pull the handle of the drawer,B,True,"{""B"": 65}"
7399,443703,443737,34,place_in_drawer: put the grasped object in the drawer,B,True,"{""B"": 34}"
7400,443737,443802,65,lift_red_block_slider: in the cabinet pick up the red block,B,True,"{""B"": 65}"
7401,443802,443867,65,turn_on_lightbulb: toggle the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7402,443867,443932,65,lift_red_block_drawer: pick up the red block from the drawer,B,True,"{""B"": 65}"
7403,443932,443979,47,unstack_block: remove a block from the stack,B,True,"{""B"": 47}"
7404,443979,444044,65,lift_red_block_table: lift the red block from the table,B,True,"{""B"": 65}"
7405,444044,444109,65,lift_red_block_table: lift the red block,B,True,"{""B"": 65}"
7406,444109,444174,65,turn_on_lightbulb: toggle the light switch to turn on the light bulb,B,True,"{""B"": 65}"
7407,444174,444213,39,turn_on_lightbulb: move the light switch to turn on the light bulb,B,True,"{""B"": 39}"
7408,444213,444278,65,"rotate_pink_block_left: grasp the pink block, then turn it left",B,True,"{""B"": 65}"
7409,444278,444313,35,turn_on_led: push the button to turn on the green light,B,True,"{""B"": 35}"
7410,444313,444378,65,close_drawer: close the cabinet drawer,B,True,"{""B"": 65}"
7411,444378,444443,65,"move_slider_left: grasp the door handle, then slide the door to the left",B,True,"{""B"": 65}"
7412,444443,444508,65,close_drawer: grasp the drawer handle and close it,B,True,"{""B"": 65}"
7413,444508,444550,42,lift_blue_block_drawer: go towards the blue block in the drawer and lift it,B,True,"{""B"": 42}"
7414,444550,444615,65,rotate_pink_block_right: rotate the pink block to the right,B,True,"{""B"": 65}"
7415,444615,444680,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
7416,444680,444745,65,rotate_blue_block_left: grasp the blue block and turn it left,B,True,"{""B"": 65}"
7417,444745,444810,65,place_in_drawer: place the block in the drawer,B,True,"{""B"": 65}"
7418,444810,444875,65,push_blue_block_right: slide the blue block to the right,B,True,"{""B"": 65}"
7419,444875,444920,45,lift_red_block_slider: pick up the red block from the shelf,B,True,"{""B"": 45}"
7420,444920,444985,65,rotate_red_block_right: turn the red block right,B,True,"{""B"": 65}"
7421,444985,445026,41,unstack_block: remove a block from the stack,B,True,"{""B"": 41}"
7422,445026,445091,65,turn_off_led: turn off the led lamp,B,True,"{""B"": 65}"
7423,445091,445156,65,move_slider_right: move the door all the way to the right,B,True,"{""B"": 65}"
7424,445156,445221,65,turn_off_lightbulb: move the light switch to turn off the light bulb,B,True,"{""B"": 65}"
7425,445221,445286,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
7426,445286,445327,41,"place_in_drawer: move to the drawer, then place the object",B,True,"{""B"": 41}"
7427,445327,445371,44,place_in_slider: place in slider,B,True,"{""B"": 44}"
7428,445371,445419,48,lift_red_block_drawer: grasp the red block in the drawer,B,True,"{""B"": 48}"
7429,445419,445484,65,lift_pink_block_table: pick up the pink block,B,True,"{""B"": 65}"
