run,step,loss,source_log
TA splitA A-only seed0 160k,100000,0.21,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,101000,0.212,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,102000,0.213,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,103000,0.212,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,104000,0.214,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,105000,0.208,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,106000,0.204,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,107000,0.203,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,108000,0.202,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,109000,0.205,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,110000,0.198,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,111000,0.205,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,112000,0.202,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,113000,0.205,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,114000,0.202,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,115000,0.202,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,116000,0.204,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,117000,0.199,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,118000,0.202,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,119000,0.195,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,120000,0.2,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,121000,0.194,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,122000,0.194,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,123000,0.203,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,124000,0.194,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,125000,0.198,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,126000,0.191,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,127000,0.19,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,128000,0.2,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,129000,0.192,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,130000,0.193,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,131000,0.188,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,132000,0.192,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,133000,0.186,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,134000,0.191,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,135000,0.189,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,136000,0.186,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,137000,0.184,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,138000,0.191,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,139000,0.19,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,140000,0.187,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,141000,0.182,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,142000,0.191,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,143000,0.178,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,144000,0.185,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,145000,0.186,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,146000,0.191,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,147000,0.182,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,148000,0.179,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,149000,0.181,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,150000,0.18,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,151000,0.177,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,152000,0.174,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,153000,0.175,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,154000,0.184,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,155000,0.186,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,156000,0.178,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,157000,0.177,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,158000,0.179,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,159000,0.177,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed0 160k,160000,0.179,logs\act_ta_a_taskcond_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,100000,0.231,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,101000,0.229,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,102000,0.234,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,103000,0.231,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,104000,0.232,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,105000,0.229,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,106000,0.226,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,107000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,108000,0.222,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,109000,0.228,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,110000,0.226,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,111000,0.221,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,112000,0.221,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,113000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,114000,0.22,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,115000,0.227,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,116000,0.225,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,117000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,118000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,119000,0.226,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,120000,0.226,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,121000,0.22,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,122000,0.222,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,123000,0.221,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,124000,0.218,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,125000,0.214,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,126000,0.226,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,127000,0.219,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,128000,0.221,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,129000,0.222,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,130000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,131000,0.211,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,132000,0.217,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,133000,0.21,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,134000,0.219,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,135000,0.225,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,136000,0.21,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,137000,0.217,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,138000,0.223,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,139000,0.217,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,140000,0.211,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,141000,0.217,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,142000,0.218,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,143000,0.218,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,144000,0.217,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,145000,0.209,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,146000,0.214,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,147000,0.213,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,148000,0.207,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,149000,0.22,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,150000,0.218,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,151000,0.215,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,152000,0.209,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,153000,0.21,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,154000,0.213,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,155000,0.214,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,156000,0.212,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,157000,0.215,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,158000,0.214,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,159000,0.212,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitABC SBERT seed0 160k,160000,0.212,logs\act_ta_abc_lang_sbert_100k_seed0.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,200,7.011,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,400,2.894,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,600,2.451,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,800,2.212,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,1000,1.759,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,2000,1.207,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,3000,0.856,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,4000,0.643,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,5000,0.508,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,6000,0.452,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,7000,0.403,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,8000,0.377,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,9000,0.355,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,10000,0.338,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,11000,0.328,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,12000,0.314,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,13000,0.307,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,14000,0.292,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,15000,0.294,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,16000,0.283,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,17000,0.277,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,18000,0.281,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,19000,0.27,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,20000,0.269,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,21000,0.263,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,22000,0.269,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,23000,0.27,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,24000,0.254,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,25000,0.255,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,26000,0.264,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,27000,0.261,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,28000,0.249,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,29000,0.25,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,30000,0.246,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,31000,0.25,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,32000,0.242,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,33000,0.249,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,34000,0.242,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,35000,0.245,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,36000,0.24,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,37000,0.235,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,38000,0.238,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,39000,0.246,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,40000,0.234,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,41000,0.239,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,42000,0.243,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,43000,0.237,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,44000,0.234,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,45000,0.229,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,46000,0.236,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,47000,0.228,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,48000,0.23,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,49000,0.222,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,50000,0.228,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,51000,0.223,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,52000,0.22,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,53000,0.222,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,54000,0.222,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,55000,0.218,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,56000,0.225,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,57000,0.215,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,58000,0.223,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,59000,0.222,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,60000,0.211,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,61000,0.223,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,62000,0.223,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,63000,0.215,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,64000,0.211,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,65000,0.211,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,66000,0.217,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,67000,0.205,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,68000,0.203,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,69000,0.216,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,70000,0.209,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,71000,0.207,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,72000,0.206,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,73000,0.205,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,74000,0.207,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,75000,0.2,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,76000,0.208,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,77000,0.203,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,78000,0.206,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,79000,0.204,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,80000,0.206,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,81000,0.202,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,82000,0.206,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,83000,0.203,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,84000,0.205,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,85000,0.201,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,86000,0.2,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,87000,0.201,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,88000,0.202,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,89000,0.199,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,90000,0.194,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,91000,0.193,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,92000,0.193,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,93000,0.192,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,94000,0.187,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,95000,0.193,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,96000,0.19,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,97000,0.191,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,98000,0.2,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,99000,0.196,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitA A-only seed1 100k,100000,0.193,logs\act_ta_a_taskcond_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,200,6.593,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,400,2.815,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,600,2.403,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,800,2.178,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,1000,1.688,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
