episode_index,length,dataset_from_index,dataset_to_index,original_frame_min,original_frame_max,official_env,fully_within_single_scene,env_counts,task_index
2163,65,129282,129347,912068,912132,C,True,"{""C"": 65}",220
2164,65,129347,129412,1161948,1162012,C,True,"{""C"": 65}",262
2165,65,129412,129477,1448268,1448332,A,True,"{""A"": 65}",111
2166,47,129477,129524,1640270,1640316,A,True,"{""A"": 47}",227
2167,65,129524,129589,147769,147833,B,True,"{""B"": 65}",111
2168,65,129589,129654,1035709,1035773,C,True,"{""C"": 65}",359
2169,65,129654,129719,1135875,1135939,C,True,"{""C"": 65}",378
2170,65,129719,129784,312336,312400,B,True,"{""B"": 65}",201
2171,65,129784,129849,1669169,1669233,A,True,"{""A"": 65}",315
2172,65,129849,129914,762419,762483,C,True,"{""C"": 65}",271
2173,65,129914,129979,241640,241704,B,True,"{""B"": 65}",204
2174,65,129979,130044,194492,194556,B,True,"{""B"": 65}",82
2175,45,130044,130089,1269363,1269407,A,True,"{""A"": 45}",273
2176,65,130089,130154,31405,31469,B,True,"{""B"": 65}",162
2177,65,130154,130219,411393,411457,B,True,"{""B"": 65}",269
2178,65,130219,130284,1381881,1381945,A,True,"{""A"": 65}",271
2179,65,130284,130349,1623481,1623545,A,True,"{""A"": 65}",273
2180,65,130349,130414,93853,93917,B,True,"{""B"": 65}",333
2181,65,130414,130479,1704278,1704342,A,True,"{""A"": 65}",378
2182,45,130479,130524,1152130,1152174,C,True,"{""C"": 45}",247
2183,65,130524,130589,741268,741332,C,True,"{""C"": 65}",275
2184,44,130589,130633,272446,272489,B,True,"{""B"": 44}",187
2185,65,130633,130698,271786,271850,B,True,"{""B"": 65}",269
2186,65,130698,130763,1645887,1645951,A,True,"{""A"": 65}",259
2187,65,130763,130828,340449,340513,B,True,"{""B"": 65}",269
2188,42,130828,130870,1686369,1686410,A,True,"{""A"": 42}",181
2189,65,130870,130935,1330944,1331008,A,True,"{""A"": 65}",218
2190,65,130935,131000,1231372,1231436,A,True,"{""A"": 65}",380
2191,65,131000,131065,136052,136116,B,True,"{""B"": 65}",263
2192,65,131065,131130,1198776,1198840,A,True,"{""A"": 65}",71
2193,65,131130,131195,253019,253083,B,True,"{""B"": 65}",355
2194,65,131195,131260,1231287,1231351,A,True,"{""A"": 65}",350
2195,65,131260,131325,944468,944532,C,True,"{""C"": 65}",380
2196,65,131325,131390,218200,218264,B,True,"{""B"": 65}",380
2197,65,131390,131455,682091,682155,C,True,"{""C"": 65}",350
2198,65,131455,131520,40641,40705,B,True,"{""B"": 65}",274
2199,65,131520,131585,1231380,1231444,A,True,"{""A"": 65}",271
2200,65,131585,131650,52205,52269,B,True,"{""B"": 65}",363
2201,65,131650,131715,1116811,1116875,C,True,"{""C"": 65}",236
2202,49,131715,131764,693882,693930,C,True,"{""C"": 49}",263
2203,65,131764,131829,611126,611190,C,True,"{""C"": 65}",236
2204,65,131829,131894,229564,229628,B,True,"{""B"": 65}",363
2205,65,131894,131959,1297871,1297935,A,True,"{""A"": 65}",350
2206,65,131959,132024,476527,476591,B,True,"{""B"": 65}",263
2207,65,132024,132089,682081,682145,C,True,"{""C"": 65}",236
2208,65,132089,132154,165319,165383,B,True,"{""B"": 65}",355
2209,65,132154,132219,52210,52274,B,True,"{""B"": 65}",355
2210,65,132219,132284,1247801,1247865,A,True,"{""A"": 65}",274
2211,65,132284,132349,899285,899349,C,True,"{""C"": 65}",278
2212,65,132349,132414,1421568,1421632,A,True,"{""A"": 65}",268
2213,65,132414,132479,1754538,1754602,A,True,"{""A"": 65}",72
2214,65,132479,132544,370485,370549,B,True,"{""B"": 65}",108
2215,65,132544,132609,113471,113535,B,True,"{""B"": 65}",112
2216,65,132609,132674,1677561,1677625,A,True,"{""A"": 65}",73
2217,40,132674,132714,693897,693936,C,True,"{""C"": 40}",2
2218,41,132714,132755,985074,985114,C,True,"{""C"": 41}",169
2219,65,132755,132820,1601085,1601149,A,True,"{""A"": 65}",165
2220,65,132820,132885,1484228,1484292,A,True,"{""A"": 65}",281
2221,65,132885,132950,1424811,1424875,A,True,"{""A"": 65}",10
2222,65,132950,133015,259726,259790,B,True,"{""B"": 65}",256
2223,65,133015,133080,325432,325496,B,True,"{""B"": 65}",186
2224,40,133080,133120,872539,872578,C,True,"{""C"": 40}",103
2225,65,133120,133185,821105,821169,C,True,"{""C"": 65}",332
2226,38,133185,133223,499288,499325,B,True,"{""B"": 38}",158
2227,65,133223,133288,80405,80469,B,True,"{""B"": 65}",29
2228,65,133288,133353,1074002,1074066,C,True,"{""C"": 65}",36
2229,65,133353,133418,1636205,1636269,A,True,"{""A"": 65}",213
2230,34,133418,133452,1563297,1563330,A,True,"{""A"": 34}",186
2231,65,133452,133517,1791581,1791645,A,True,"{""A"": 65}",281
2232,35,133517,133552,276704,276738,B,True,"{""B"": 35}",295
2233,65,133552,133617,1146297,1146361,C,True,"{""C"": 65}",382
2234,37,133617,133654,652461,652497,C,True,"{""C"": 37}",280
2235,44,133654,133698,791638,791681,C,True,"{""C"": 44}",295
2236,49,133698,133747,691230,691278,C,True,"{""C"": 49}",375
2237,65,133747,133812,116936,117000,B,True,"{""B"": 65}",162
2238,65,133812,133877,1039784,1039848,C,True,"{""C"": 65}",283
2239,65,133877,133942,1697609,1697673,A,True,"{""A"": 65}",154
2240,43,133942,133985,1522299,1522341,A,True,"{""A"": 43}",40
2241,65,133985,134050,830175,830239,C,True,"{""C"": 65}",122
2242,46,134050,134096,50665,50710,B,True,"{""B"": 46}",110
2243,65,134096,134161,1339756,1339820,A,True,"{""A"": 65}",210
2244,65,134161,134226,1172200,1172264,C,True,"{""C"": 65}",37
2245,65,134226,134291,847012,847076,C,True,"{""C"": 65}",213
2246,39,134291,134330,1701835,1701873,A,True,"{""A"": 39}",180
2247,65,134330,134395,1239948,1240012,A,True,"{""A"": 65}",237
2248,65,134395,134460,1662976,1663040,A,True,"{""A"": 65}",329
2249,65,134460,134525,1129416,1129480,C,True,"{""C"": 65}",153
2250,65,134525,134590,918667,918731,C,True,"{""C"": 65}",224
2251,65,134590,134655,755287,755351,C,True,"{""C"": 65}",77
2252,65,134655,134720,1234882,1234946,A,True,"{""A"": 65}",112
2253,65,134720,134785,370005,370069,B,True,"{""B"": 65}",22
2254,65,134785,134850,1432184,1432248,A,True,"{""A"": 65}",27
2255,48,134850,134898,782929,782976,C,True,"{""C"": 48}",341
2256,65,134898,134963,627953,628017,C,True,"{""C"": 65}",288
2257,65,134963,135028,919777,919841,C,True,"{""C"": 65}",307
2258,65,135028,135093,878406,878470,C,True,"{""C"": 65}",304
2259,65,135093,135158,1528352,1528416,A,True,"{""A"": 65}",67
2260,47,135158,135205,1159154,1159200,C,True,"{""C"": 47}",35
2261,65,135205,135270,629670,629734,C,True,"{""C"": 65}",90
2262,65,135270,135335,1218784,1218848,A,True,"{""A"": 65}",94
2263,65,135335,135400,310861,310925,B,True,"{""B"": 65}",67
2264,65,135400,135465,1255360,1255424,A,True,"{""A"": 65}",173
2265,65,135465,135530,1543042,1543106,A,True,"{""A"": 65}",245
2266,65,135530,135595,609450,609514,C,True,"{""C"": 65}",113
2267,65,135595,135660,1474916,1474980,A,True,"{""A"": 65}",304
2268,65,135660,135725,1123255,1123319,C,True,"{""C"": 65}",282
2269,65,135725,135790,1384562,1384626,A,True,"{""A"": 65}",64
2270,65,135790,135855,926225,926289,C,True,"{""C"": 65}",55
2271,47,135855,135902,1433770,1433816,A,True,"{""A"": 47}",132
2272,37,135902,135939,905002,905038,C,True,"{""C"": 37}",249
2273,65,135939,136004,1446964,1447028,A,True,"{""A"": 65}",196
2274,46,136004,136050,1371339,1371384,A,True,"{""A"": 46}",124
2275,65,136050,136115,544600,544664,B,True,"{""B"": 65}",188
2276,65,136115,136180,1611193,1611257,A,True,"{""A"": 65}",370
2277,65,136180,136245,893211,893275,C,True,"{""C"": 65}",329
2278,65,136245,136310,1712150,1712214,A,True,"{""A"": 65}",189
2279,42,136310,136352,1556249,1556290,A,True,"{""A"": 42}",109
2280,65,136352,136417,1714086,1714150,A,True,"{""A"": 65}",374
2281,65,136417,136482,424427,424491,B,True,"{""B"": 65}",4
2282,65,136482,136547,1441349,1441413,A,True,"{""A"": 65}",282
2283,65,136547,136612,408539,408603,B,True,"{""B"": 65}",9
2284,65,136612,136677,1343514,1343578,A,True,"{""A"": 65}",30
2285,65,136677,136742,1656526,1656590,A,True,"{""A"": 65}",281
2286,65,136742,136807,614037,614101,C,True,"{""C"": 65}",312
2287,65,136807,136872,624010,624074,C,True,"{""C"": 65}",108
2288,38,136872,136910,168376,168413,B,True,"{""B"": 38}",132
2289,65,136910,136975,1541902,1541966,A,True,"{""A"": 65}",26
2290,65,136975,137040,264947,265011,B,True,"{""B"": 65}",7
2291,65,137040,137105,479240,479304,B,True,"{""B"": 65}",55
2292,65,137105,137170,1634531,1634595,A,True,"{""A"": 65}",191
2293,65,137170,137235,832915,832979,C,True,"{""C"": 65}",102
2294,65,137235,137300,896882,896946,C,True,"{""C"": 65}",93
2295,65,137300,137365,1580678,1580742,A,True,"{""A"": 65}",336
2296,65,137365,137430,1439188,1439252,A,True,"{""A"": 65}",83
2297,36,137430,137466,1527555,1527590,A,True,"{""A"": 36}",286
2298,65,137466,137531,183615,183679,B,True,"{""B"": 65}",133
2299,65,137531,137596,210627,210691,B,True,"{""B"": 65}",46
2300,65,137596,137661,1207393,1207457,A,True,"{""A"": 65}",281
2301,65,137661,137726,1144305,1144369,C,True,"{""C"": 65}",139
2302,65,137726,137791,1490780,1490844,A,True,"{""A"": 65}",213
2303,65,137791,137856,1622871,1622935,A,True,"{""A"": 65}",285
2304,45,137856,137901,462491,462535,B,True,"{""B"": 45}",91
2305,39,137901,137940,1507867,1507905,A,True,"{""A"": 39}",90
2306,65,137940,138005,1008372,1008436,C,True,"{""C"": 65}",206
2307,65,138005,138070,1295626,1295690,A,True,"{""A"": 65}",281
2308,65,138070,138135,1274051,1274115,A,True,"{""A"": 65}",125
2309,44,138135,138179,928074,928117,C,True,"{""C"": 44}",78
2310,37,138179,138216,291695,291731,B,True,"{""B"": 37}",65
2311,36,138216,138252,1682525,1682560,A,True,"{""A"": 36}",288
2312,65,138252,138317,462279,462343,B,True,"{""B"": 65}",106
2313,34,138317,138351,1514387,1514420,A,True,"{""A"": 34}",323
2314,35,138351,138386,689601,689635,C,True,"{""C"": 35}",159
2315,34,138386,138420,1392830,1392863,A,True,"{""A"": 34}",35
2316,65,138420,138485,296175,296239,B,True,"{""B"": 65}",287
2317,65,138485,138550,1128478,1128542,C,True,"{""C"": 65}",128
2318,65,138550,138615,1584820,1584884,A,True,"{""A"": 65}",14
2319,65,138615,138680,861022,861086,C,True,"{""C"": 65}",382
2320,65,138680,138745,575954,576018,B,True,"{""B"": 65}",61
2321,65,138745,138810,1400298,1400362,A,True,"{""A"": 65}",142
2322,36,138810,138846,1302085,1302120,A,True,"{""A"": 36}",186
2323,38,138846,138884,347190,347227,B,True,"{""B"": 38}",128
2324,65,138884,138949,12275,12339,B,True,"{""B"": 65}",335
2325,65,138949,139014,51994,52058,B,True,"{""B"": 65}",59
2326,46,139014,139060,526065,526110,B,True,"{""B"": 46}",301
2327,65,139060,139125,1475407,1475471,A,True,"{""A"": 65}",83
2328,65,139125,139190,1346686,1346750,A,True,"{""A"": 65}",86
2329,44,139190,139234,820487,820530,C,True,"{""C"": 44}",209
2330,38,139234,139272,814365,814402,C,True,"{""C"": 38}",147
2331,65,139272,139337,1698477,1698541,A,True,"{""A"": 65}",79
2332,65,139337,139402,998567,998631,C,True,"{""C"": 65}",162
2333,65,139402,139467,1691491,1691555,A,True,"{""A"": 65}",29
2334,65,139467,139532,1245623,1245687,A,True,"{""A"": 65}",116
2335,65,139532,139597,1431018,1431082,A,True,"{""A"": 65}",87
2336,35,139597,139632,451810,451844,B,True,"{""B"": 35}",65
2337,34,139632,139666,163272,163305,B,True,"{""B"": 34}",123
2338,49,139666,139715,236258,236306,B,True,"{""B"": 49}",49
2339,65,139715,139780,1347464,1347528,A,True,"{""A"": 65}",369
2340,65,139780,139845,286742,286806,B,True,"{""B"": 65}",27
2341,65,139845,139910,1617482,1617546,A,True,"{""A"": 65}",157
2342,65,139910,139975,584129,584193,B,True,"{""B"": 65}",326
2343,65,139975,140040,273083,273147,B,True,"{""B"": 65}",48
2344,65,140040,140105,1387296,1387360,A,True,"{""A"": 65}",308
2345,44,140105,140149,276572,276615,B,True,"{""B"": 44}",65
2346,65,140149,140214,929739,929803,C,True,"{""C"": 65}",254
2347,65,140214,140279,572203,572267,B,True,"{""B"": 65}",214
2348,41,140279,140320,1681739,1681779,A,True,"{""A"": 41}",31
2349,65,140320,140385,1738292,1738356,A,True,"{""A"": 65}",136
2350,65,140385,140450,225901,225965,B,True,"{""B"": 65}",40
2351,65,140450,140515,69099,69163,B,True,"{""B"": 65}",112
2352,65,140515,140580,31849,31913,B,True,"{""B"": 65}",342
2353,65,140580,140645,1012407,1012471,C,True,"{""C"": 65}",347
2354,65,140645,140710,583360,583424,B,True,"{""B"": 65}",62
2355,65,140710,140775,1069376,1069440,C,True,"{""C"": 65}",280
2356,65,140775,140840,396858,396922,B,True,"{""B"": 65}",298
2357,65,140840,140905,1268457,1268521,A,True,"{""A"": 65}",117
2358,65,140905,140970,974522,974586,C,True,"{""C"": 65}",344
2359,65,140970,141035,144080,144144,B,True,"{""B"": 65}",308
2360,34,141035,141069,1037118,1037151,C,True,"{""C"": 34}",148
2361,65,141069,141134,472275,472339,B,True,"{""B"": 65}",143
2362,65,141134,141199,731949,732013,C,True,"{""C"": 65}",9
2363,65,141199,141264,1071424,1071488,C,True,"{""C"": 65}",385
2364,65,141264,141329,1750605,1750669,A,True,"{""A"": 65}",0
2365,65,141329,141394,603437,603501,C,True,"{""C"": 65}",100
2366,65,141394,141459,18357,18421,B,True,"{""B"": 65}",206
2367,65,141459,141524,208352,208416,B,True,"{""B"": 65}",371
2368,65,141524,141589,238873,238937,B,True,"{""B"": 65}",165
2369,65,141589,141654,477516,477580,B,True,"{""B"": 65}",6
2370,65,141654,141719,102633,102697,B,True,"{""B"": 65}",190
2371,34,141719,141753,1581195,1581228,A,True,"{""A"": 34}",164
2372,65,141753,141818,395684,395748,B,True,"{""B"": 65}",312
2373,38,141818,141856,1035908,1035945,C,True,"{""C"": 38}",190
2374,65,141856,141921,1045532,1045596,C,True,"{""C"": 65}",312
2375,65,141921,141986,1450013,1450077,A,True,"{""A"": 65}",62
2376,65,141986,142051,36707,36771,B,True,"{""B"": 65}",53
2377,65,142051,142116,1489469,1489533,A,True,"{""A"": 65}",345
2378,65,142116,142181,1404532,1404596,A,True,"{""A"": 65}",108
2379,65,142181,142246,730638,730702,C,True,"{""C"": 65}",121
2380,65,142246,142311,191625,191689,B,True,"{""B"": 65}",285
2381,65,142311,142376,975116,975180,C,True,"{""C"": 65}",140
2382,38,142376,142414,1407719,1407756,A,True,"{""A"": 38}",171
2383,65,142414,142479,11361,11425,B,True,"{""B"": 65}",73
2384,65,142479,142544,1106194,1106258,C,True,"{""C"": 65}",316
2385,65,142544,142609,43929,43993,B,True,"{""B"": 65}",301
2386,40,142609,142649,1369531,1369570,A,True,"{""A"": 40}",203
2387,65,142649,142714,986204,986268,C,True,"{""C"": 65}",108
2388,34,142714,142748,962344,962377,C,True,"{""C"": 34}",186
2389,65,142748,142813,65812,65876,B,True,"{""B"": 65}",202
2390,65,142813,142878,381380,381444,B,True,"{""B"": 65}",10
2391,65,142878,142943,121961,122025,B,True,"{""B"": 65}",320
2392,65,142943,143008,856776,856840,C,True,"{""C"": 65}",109
2393,65,143008,143073,722495,722559,C,True,"{""C"": 65}",370
2394,65,143073,143138,1064215,1064279,C,True,"{""C"": 65}",57
2395,65,143138,143203,200158,200222,B,True,"{""B"": 65}",314
2396,65,143203,143268,1059247,1059311,C,True,"{""C"": 65}",176
2397,65,143268,143333,1530799,1530863,A,True,"{""A"": 65}",232
2398,65,143333,143398,308406,308470,B,True,"{""B"": 65}",181
2399,65,143398,143463,1764169,1764233,A,True,"{""A"": 65}",292
2400,65,143463,143528,1784940,1785004,A,True,"{""A"": 65}",74
2401,65,143528,143593,377645,377709,B,True,"{""B"": 65}",46
2402,65,143593,143658,1038143,1038207,C,True,"{""C"": 65}",181
2403,65,143658,143723,1288394,1288458,A,True,"{""A"": 65}",282
2404,65,143723,143788,510782,510846,B,True,"{""B"": 65}",327
2405,65,143788,143853,174712,174776,B,True,"{""B"": 65}",234
2406,49,143853,143902,1014677,1014725,C,True,"{""C"": 49}",286
2407,44,143902,143946,189425,189468,B,True,"{""B"": 44}",300
2408,36,143946,143982,694233,694268,C,True,"{""C"": 36}",309
2409,65,143982,144047,778627,778691,C,True,"{""C"": 65}",307
2410,65,144047,144112,404859,404923,B,True,"{""B"": 65}",142
2411,65,144112,144177,1590851,1590915,A,True,"{""A"": 65}",322
2412,65,144177,144242,706039,706103,C,True,"{""C"": 65}",282
2413,65,144242,144307,332983,333047,B,True,"{""B"": 65}",164
2414,42,144307,144349,622191,622232,C,True,"{""C"": 42}",13
2415,65,144349,144414,1106205,1106269,C,True,"{""C"": 65}",103
2416,49,144414,144463,907215,907263,C,True,"{""C"": 49}",78
2417,65,144463,144528,583277,583341,B,True,"{""B"": 65}",66
2418,37,144528,144565,1567000,1567036,A,True,"{""A"": 37}",231
2419,43,144565,144608,1632422,1632464,A,True,"{""A"": 43}",323
2420,65,144608,144673,620172,620236,C,True,"{""C"": 65}",182
2421,65,144673,144738,1144539,1144603,C,True,"{""C"": 65}",72
2422,65,144738,144803,753033,753097,C,True,"{""C"": 65}",320
2423,65,144803,144868,22716,22780,B,True,"{""B"": 65}",185
2424,65,144868,144933,410708,410772,B,True,"{""B"": 65}",176
2425,65,144933,144998,1711943,1712007,A,True,"{""A"": 65}",334
2426,65,144998,145063,31402,31466,B,True,"{""B"": 65}",204
2427,65,145063,145128,116413,116477,B,True,"{""B"": 65}",29
2428,65,145128,145193,1314681,1314745,A,True,"{""A"": 65}",75
2429,65,145193,145258,264537,264601,B,True,"{""B"": 65}",29
2430,37,145258,145295,1547216,1547252,A,True,"{""A"": 37}",186
2431,65,145295,145360,1746340,1746404,A,True,"{""A"": 65}",320
2432,65,145360,145425,1097582,1097646,C,True,"{""C"": 65}",355
2433,65,145425,145490,1209765,1209829,A,True,"{""A"": 65}",99
2434,47,145490,145537,167628,167674,B,True,"{""B"": 47}",275
2435,65,145537,145602,1528682,1528746,A,True,"{""A"": 65}",118
2436,65,145602,145667,1007168,1007232,C,True,"{""C"": 65}",69
2437,65,145667,145732,1111157,1111221,C,True,"{""C"": 65}",121
2438,35,145732,145767,1393608,1393642,A,True,"{""A"": 35}",382
2439,65,145767,145832,694712,694776,C,True,"{""C"": 65}",369
2440,65,145832,145897,851623,851687,C,True,"{""C"": 65}",296
2441,65,145897,145962,667800,667864,C,True,"{""C"": 65}",67
2442,65,145962,146027,1721800,1721864,A,True,"{""A"": 65}",282
2443,65,146027,146092,847324,847388,C,True,"{""C"": 65}",290
2444,65,146092,146157,1579430,1579494,A,True,"{""A"": 65}",59
2445,65,146157,146222,449459,449523,B,True,"{""B"": 65}",284
2446,65,146222,146287,1258009,1258073,A,True,"{""A"": 65}",287
2447,65,146287,146352,239236,239300,B,True,"{""B"": 65}",213
2448,65,146352,146417,1323067,1323131,A,True,"{""A"": 65}",331
2449,65,146417,146482,1197613,1197677,A,True,"{""A"": 65}",114
2450,65,146482,146547,891467,891531,C,True,"{""C"": 65}",325
2451,37,146547,146584,147852,147888,B,True,"{""B"": 37}",279
2452,41,146584,146625,1693241,1693281,A,True,"{""A"": 41}",339
2453,65,146625,146690,1470102,1470166,A,True,"{""A"": 65}",135
2454,65,146690,146755,297780,297844,B,True,"{""B"": 65}",69
2455,65,146755,146820,1238063,1238127,A,True,"{""A"": 65}",12
2456,65,146820,146885,1789942,1790006,A,True,"{""A"": 65}",94
2457,43,146885,146928,1292855,1292897,A,True,"{""A"": 43}",148
2458,47,146928,146975,648772,648818,C,True,"{""C"": 47}",147
2459,65,146975,147040,1428274,1428338,A,True,"{""A"": 65}",96
2460,65,147040,147105,1554582,1554646,A,True,"{""A"": 65}",40
2461,35,147105,147140,305373,305407,B,True,"{""B"": 35}",41
2462,40,147140,147180,1113719,1113758,C,True,"{""C"": 40}",7
2463,38,147180,147218,956900,956937,C,True,"{""C"": 38}",41
2464,65,147218,147283,1791977,1792041,A,True,"{""A"": 65}",354
2465,65,147283,147348,951616,951680,C,True,"{""C"": 65}",25
2466,65,147348,147413,246802,246866,B,True,"{""B"": 65}",123
2467,65,147413,147478,562600,562664,B,True,"{""B"": 65}",107
2468,65,147478,147543,704363,704427,C,True,"{""C"": 65}",39
2469,65,147543,147608,1520639,1520703,A,True,"{""A"": 65}",96
2470,65,147608,147673,1443156,1443220,A,True,"{""A"": 65}",230
2471,65,147673,147738,610842,610906,C,True,"{""C"": 65}",200
2472,65,147738,147803,1126298,1126362,C,True,"{""C"": 65}",64
2473,34,147803,147837,68525,68558,B,True,"{""B"": 34}",173
2474,47,147837,147884,821169,821215,C,True,"{""C"": 47}",28
2475,65,147884,147949,540112,540176,B,True,"{""B"": 65}",307
2476,65,147949,148014,1118599,1118663,C,True,"{""C"": 65}",11
2477,65,148014,148079,1743777,1743841,A,True,"{""A"": 65}",15
2478,39,148079,148118,666280,666318,C,True,"{""C"": 39}",335
2479,65,148118,148183,190344,190408,B,True,"{""B"": 65}",95
2480,65,148183,148248,863762,863826,C,True,"{""C"": 65}",62
2481,65,148248,148313,689778,689842,C,True,"{""C"": 65}",313
2482,65,148313,148378,581031,581095,B,True,"{""B"": 65}",332
2483,65,148378,148443,1035567,1035631,C,True,"{""C"": 65}",190
2484,42,148443,148485,432412,432453,B,True,"{""B"": 42}",27
2485,65,148485,148550,802533,802597,C,True,"{""C"": 65}",1
2486,65,148550,148615,1553252,1553316,A,True,"{""A"": 65}",61
2487,65,148615,148680,171848,171912,B,True,"{""B"": 65}",160
2488,65,148680,148745,1376211,1376275,A,True,"{""A"": 65}",190
2489,65,148745,148810,1006443,1006507,C,True,"{""C"": 65}",259
2490,65,148810,148875,371702,371766,B,True,"{""B"": 65}",95
2491,42,148875,148917,733080,733121,C,True,"{""C"": 42}",299
2492,65,148917,148982,206349,206413,B,True,"{""B"": 65}",153
2493,42,148982,149024,1491820,1491861,A,True,"{""A"": 42}",110
2494,65,149024,149089,1050593,1050657,C,True,"{""C"": 65}",203
2495,65,149089,149154,994309,994373,C,True,"{""C"": 65}",193
2496,44,149154,149198,1373796,1373839,A,True,"{""A"": 44}",41
2497,36,149198,149234,1448707,1448742,A,True,"{""A"": 36}",76
2498,65,149234,149299,147244,147308,B,True,"{""B"": 65}",127
2499,48,149299,149347,1396173,1396220,A,True,"{""A"": 48}",84
2500,65,149347,149412,6028,6092,B,True,"{""B"": 65}",382
2501,65,149412,149477,1339142,1339206,A,True,"{""A"": 65}",15
2502,65,149477,149542,253507,253571,B,True,"{""B"": 65}",179
2503,65,149542,149607,1135271,1135335,C,True,"{""C"": 65}",131
2504,65,149607,149672,115697,115761,B,True,"{""B"": 65}",8
2505,65,149672,149737,1317599,1317663,A,True,"{""A"": 65}",214
2506,65,149737,149802,1469425,1469489,A,True,"{""A"": 65}",171
2507,39,149802,149841,17772,17810,B,True,"{""B"": 39}",46
2508,48,149841,149889,64124,64171,B,True,"{""B"": 48}",280
2509,65,149889,149954,845179,845243,C,True,"{""C"": 65}",295
2510,65,149954,150019,671892,671956,C,True,"{""C"": 65}",53
2511,65,150019,150084,1381880,1381944,A,True,"{""A"": 65}",380
2512,42,150084,150126,455920,455961,B,True,"{""B"": 42}",366
2513,65,150126,150191,1532050,1532114,A,True,"{""A"": 65}",94
2514,34,150191,150225,1001184,1001217,C,True,"{""C"": 34}",284
2515,65,150225,150290,1614054,1614118,A,True,"{""A"": 65}",124
2516,65,150290,150355,532065,532129,B,True,"{""B"": 65}",209
2517,39,150355,150394,137916,137954,B,True,"{""B"": 39}",184
2518,41,150394,150435,311460,311500,B,True,"{""B"": 41}",323
2519,65,150435,150500,658735,658799,C,True,"{""C"": 65}",19
2520,65,150500,150565,1048146,1048210,C,True,"{""C"": 65}",335
2521,65,150565,150630,942732,942796,C,True,"{""C"": 65}",228
2522,65,150630,150695,196551,196615,B,True,"{""B"": 65}",7
2523,65,150695,150760,1035441,1035505,C,True,"{""C"": 65}",250
2524,37,150760,150797,1044549,1044585,C,True,"{""C"": 37}",181
2525,65,150797,150862,47668,47732,B,True,"{""B"": 65}",373
2526,65,150862,150927,167827,167891,B,True,"{""B"": 65}",192
2527,65,150927,150992,153574,153638,B,True,"{""B"": 65}",376
2528,65,150992,151057,774621,774685,C,True,"{""C"": 65}",295
2529,65,151057,151122,952700,952764,C,True,"{""C"": 65}",27
2530,65,151122,151187,362979,363043,B,True,"{""B"": 65}",136
2531,65,151187,151252,1432720,1432784,A,True,"{""A"": 65}",69
2532,65,151252,151317,1005209,1005273,C,True,"{""C"": 65}",0
2533,40,151317,151357,176541,176580,B,True,"{""B"": 40}",139
2534,65,151357,151422,1436887,1436951,A,True,"{""A"": 65}",27
2535,65,151422,151487,14881,14945,B,True,"{""B"": 65}",213
2536,65,151487,151552,599931,599995,C,True,"{""C"": 65}",373
2537,65,151552,151617,14472,14536,B,True,"{""B"": 65}",180
2538,65,151617,151682,1410555,1410619,A,True,"{""A"": 65}",74
2539,65,151682,151747,1404400,1404464,A,True,"{""A"": 65}",309
2540,65,151747,151812,924201,924265,C,True,"{""C"": 65}",209
2541,36,151812,151848,607475,607510,C,True,"{""C"": 36}",323
2542,65,151848,151913,684566,684630,C,True,"{""C"": 65}",304
2543,65,151913,151978,253999,254063,B,True,"{""B"": 65}",27
2544,65,151978,152043,976560,976624,C,True,"{""C"": 65}",274
2545,65,152043,152108,1238348,1238412,A,True,"{""A"": 65}",24
2546,65,152108,152173,1681234,1681298,A,True,"{""A"": 65}",203
2547,65,152173,152238,819234,819298,C,True,"{""C"": 65}",130
2548,65,152238,152303,1040434,1040498,C,True,"{""C"": 65}",132
2549,35,152303,152338,1027921,1027955,C,True,"{""C"": 35}",16
2550,65,152338,152403,1252098,1252162,A,True,"{""A"": 65}",31
2551,65,152403,152468,353916,353980,B,True,"{""B"": 65}",149
2552,65,152468,152533,1324074,1324138,A,True,"{""A"": 65}",325
2553,65,152533,152598,1093955,1094019,C,True,"{""C"": 65}",7
2554,65,152598,152663,1180908,1180972,C,True,"{""C"": 65}",39
2555,65,152663,152728,319244,319308,B,True,"{""B"": 65}",6
2556,36,152728,152764,466099,466134,B,True,"{""B"": 36}",35
2557,65,152764,152829,246203,246267,B,True,"{""B"": 65}",182
2558,45,152829,152874,847644,847688,C,True,"{""C"": 45}",176
2559,65,152874,152939,273810,273874,B,True,"{""B"": 65}",331
2560,65,152939,153004,362803,362867,B,True,"{""B"": 65}",123
2561,65,153004,153069,1093792,1093856,C,True,"{""C"": 65}",33
2562,65,153069,153134,73447,73511,B,True,"{""B"": 65}",264
2563,65,153134,153199,917137,917201,C,True,"{""C"": 65}",386
2564,65,153199,153264,60687,60751,B,True,"{""B"": 65}",334
2565,65,153264,153329,660259,660323,C,True,"{""C"": 65}",11
2566,65,153329,153394,1630596,1630660,A,True,"{""A"": 65}",12
2567,65,153394,153459,743590,743654,C,True,"{""C"": 65}",224
2568,40,153459,153499,80585,80624,B,True,"{""B"": 40}",190
2569,65,153499,153564,531334,531398,B,True,"{""B"": 65}",229
2570,46,153564,153610,1035118,1035163,C,True,"{""C"": 46}",41
2571,65,153610,153675,295598,295662,B,True,"{""B"": 65}",357
2572,65,153675,153740,1293946,1294010,A,True,"{""A"": 65}",6
2573,38,153740,153778,655790,655827,C,True,"{""C"": 38}",206
